"U","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2.9037,1,1.956,1.956,0.5,0.25
-2.6077,1,1.96,1.96,0.5,0.25
-2.3119,1,1.964,1.964,0.5,0.25
-2.016,1,1.968,1.968,0.5,0.25
-1.7201,1,1.972,1.972,0.5,0.25
-1.4243,1,1.976,1.976,0.5,0.25
-1.1284,1,1.98,1.98,0.5,0.25
-0.83252,1,1.984,1.984,0.5,0.25
-0.53665,1,1.988,1.988,0.5,0.25
-0.24078,1,1.992,1.992,0.5,0.25
0.055095,1,1.996,1.996,0.5,0.25
0.35099,1,2,2,0.5,0.25
0.64686,1,2.004,2.004,0.5,0.25
0.94274,1,2.008,2.008,0.5,0.25
1.2386,1,2.012,2.012,0.5,0.25
1.5345,1,2.016,2.016,0.5,0.25
1.8304,1,2.02,2.02,0.5,0.25
2.2429,1,2.024,2.024,0.5,0.25
2.5446,1,2.028,2.028,0.5,0.25
2.8464,1,2.032,2.032,0.5,0.25
3.1481,1,2.036,2.036,0.5,0.25
3.4498,1,2.04,2.04,0.5,0.25
3.7515,1,2.044,2.044,0.5,0.25
4.0136,1,2.048,2.048,0.5,0.25
4.2464,1,2.052,2.052,0.5,0.25
4.4792,1,2.056,2.056,0.5,0.25
4.712,1,2.06,2.06,0.5,0.25
4.9448,1,2.064,2.064,0.5,0.25
5.1776,1,2.068,2.068,0.5,0.25
5.52,1,2.072,2.072,0.5,0.25
5.6889,1,2.076,2.076,0.5,0.25
5.8579,1,2.08,2.08,0.5,0.25
6.0268,1,2.084,2.084,0.5,0.25
6.1957,1,2.088,2.088,0.5,0.25
6.3647,1,2.092,2.092,0.5,0.25
6.5336,1,2.096,2.096,0.5,0.25
6.7025,1,2.1,2.1,0.5,0.25
6.8715,1,2.104,2.104,0.5,0.25
7.0404,1,2.108,2.108,0.5,0.25
7.2093,1,2.112,2.112,0.5,0.25
7.3782,1,2.116,2.116,0.5,0.25
7.5471,1,2.12,2.12,0.5,0.25
7.7161,1,2.124,2.124,0.5,0.25
7.885,1,2.128,2.128,0.5,0.25
8.0539,1,2.132,2.132,0.5,0.25
8.2228,1,2.136,2.136,0.5,0.25
8.3918,1,2.14,2.14,0.5,0.25
8.5607,1,2.144,2.144,0.5,0.25
8.7296,1,2.148,2.148,0.5,0.25
8.8986,1,2.152,2.152,0.5,0.25
8.6012,1,2.156,2.156,0.5,0.25
8.6886,1,2.16,2.16,0.5,0.25
8.7761,1,2.164,2.164,0.5,0.25
8.8635,1,2.168,2.168,0.5,0.25
8.9509,1,2.172,2.172,0.5,0.25
9.0383,1,2.176,2.176,0.5,0.25
9.1257,1,2.18,2.18,0.5,0.25
9.2131,1,2.184,2.184,0.5,0.25
9.3005,1,2.188,2.188,0.5,0.25
9.3879,1,2.192,2.192,0.5,0.25
9.3369,1,2.196,2.196,0.5,0.25
9.3691,1,2.2,2.2,0.5,0.25
9.4012,1,2.204,2.204,0.5,0.25
9.4334,1,2.208,2.208,0.5,0.25
9.4655,1,2.212,2.212,0.5,0.25
9.4976,1,2.216,2.216,0.5,0.25
9.5298,1,2.22,2.22,0.5,0.25
9.5619,1,2.224,2.224,0.5,0.25
9.5941,1,2.228,2.228,0.5,0.25
9.6262,1,2.232,2.232,0.5,0.25
9.6583,1,2.236,2.236,0.5,0.25
9.6905,1,2.24,2.24,0.5,0.25
9.7226,1,2.244,2.244,0.5,0.25
9.7547,1,2.248,2.248,0.5,0.25
9.7869,1,2.252,2.252,0.5,0.25
9.819,1,2.256,2.256,0.5,0.25
9.8512,1,2.26,2.26,0.5,0.25
9.7857,1,2.264,2.264,0.5,0.25
9.7991,1,2.268,2.268,0.5,0.25
9.8126,1,2.272,2.272,0.5,0.25
9.826,1,2.276,2.276,0.5,0.25
9.8391,1,2.28,2.28,0.5,0.25
9.8465,1,2.284,2.284,0.5,0.25
9.854,1,2.288,2.288,0.5,0.25
9.8614,1,2.292,2.292,0.5,0.25
9.8688,1,2.296,2.296,0.5,0.25
9.8763,1,2.3,2.3,0.5,0.25
9.8837,1,2.304,2.304,0.5,0.25
9.8911,1,2.308,2.308,0.5,0.25
9.8986,1,2.312,2.312,0.5,0.25
9.906,1,2.316,2.316,0.5,0.25
9.9134,1,2.32,2.32,0.5,0.25
9.9209,1,2.324,2.324,0.5,0.25
9.9283,1,2.328,2.328,0.5,0.25
9.9358,1,2.332,2.332,0.5,0.25
9.9432,1,2.336,2.336,0.5,0.25
9.9385,1,2.34,2.34,0.5,0.25
9.9409,1,2.344,2.344,0.5,0.25
9.9434,1,2.348,2.348,0.5,0.25
9.9458,1,2.352,2.352,0.5,0.25
9.9482,1,2.356,2.356,0.5,0.25
9.9507,1,2.36,2.36,0.5,0.25
9.9531,1,2.364,2.364,0.5,0.25
9.9594,1,2.368,2.368,0.5,0.25
9.9625,1,2.372,2.372,0.5,0.25
9.9655,1,2.376,2.376,0.5,0.25
9.9686,1,2.38,2.38,0.5,0.25
9.9717,1,2.384,2.384,0.5,0.25
9.9703,1,2.388,2.388,0.5,0.25
9.9717,1,2.392,2.392,0.5,0.25
9.9731,1,2.396,2.396,0.5,0.25
9.9746,1,2.4,2.4,0.5,0.25
9.976,1,2.404,2.404,0.5,0.25
9.9774,1,2.408,2.408,0.5,0.25
9.9789,1,2.412,2.412,0.5,0.25
9.9803,1,2.416,2.416,0.5,0.25
9.9817,1,2.42,2.42,0.5,0.25
9.9832,1,2.424,2.424,0.5,0.25
9.9846,1,2.428,2.428,0.5,0.25
9.9842,1,2.432,2.432,0.5,0.25
9.9851,1,2.436,2.436,0.5,0.25
9.986,1,2.44,2.44,0.5,0.25
9.9869,1,2.444,2.444,0.5,0.25
9.9878,1,2.448,2.448,0.5,0.25
9.9887,1,2.452,2.452,0.5,0.25
9.9896,1,2.456,2.456,0.5,0.25
9.9905,1,2.46,2.46,0.5,0.25
9.9914,1,2.464,2.464,0.5,0.25
9.9924,1,2.468,2.468,0.5,0.25
9.9933,1,2.472,2.472,0.5,0.25
9.9942,1,2.476,2.476,0.5,0.25
9.9951,1,2.48,2.48,0.5,0.25
9.996,1,2.484,2.484,0.5,0.25
9.9969,1,2.488,2.488,0.5,0.25
9.9978,1,2.492,2.492,0.5,0.25
9.9961,1,2.496,2.496,0.5,0.25
9.9966,1,2.5,2.5,0.5,0.25
9.9971,1,2.504,2.504,0.5,0.25
9.9969,1,2.508,2.508,0.5,0.25
9.997,1,2.512,2.512,0.5,0.25
9.9971,1,2.516,2.516,0.5,0.25
9.9972,1,2.52,2.52,0.5,0.25
9.9974,1,2.524,2.524,0.5,0.25
9.9975,1,2.528,2.528,0.5,0.25
9.9976,1,2.532,2.532,0.5,0.25
9.9977,1,2.536,2.536,0.5,0.25
9.9978,1,2.54,2.54,0.5,0.25
9.9984,1,2.544,2.544,0.5,0.25
9.9986,1,2.548,2.548,0.5,0.25
9.9987,1,2.552,2.552,0.5,0.25
9.9989,1,2.556,2.556,0.5,0.25
9.9991,1,2.56,2.56,0.5,0.25
9.9992,1,2.564,2.564,0.5,0.25
9.9994,1,2.568,2.568,0.5,0.25
9.9996,1,2.572,2.572,0.5,0.25
9.9997,1,2.576,2.576,0.5,0.25
9.9999,1,2.58,2.58,0.5,0.25
9.9998,1,2.584,2.584,0.5,0.25
9.9999,1,2.588,2.588,0.5,0.25
10,1,2.592,2.592,0.5,0.25
10,1,2.596,2.596,0.5,0.25
10,1,2.6,2.6,0.5,0.25
10,1,2.604,2.604,0.5,0.25
10.001,1,2.608,2.608,0.5,0.25
10.001,1,2.612,2.612,0.5,0.25
10,1,2.616,2.616,0.5,0.25
10,1,2.62,2.62,0.5,0.25
10,1,2.624,2.624,0.5,0.25
9.9999,1,2.628,2.628,0.5,0.25
9.9999,1,2.632,2.632,0.5,0.25
9.9999,1,2.636,2.636,0.5,0.25
9.9999,1,2.64,2.64,0.5,0.25
9.9999,1,2.644,2.644,0.5,0.25
10,1,2.648,2.648,0.5,0.25
10,1,2.652,2.652,0.5,0.25
10,1,2.656,2.656,0.5,0.25
10,1,2.66,2.66,0.5,0.25
10,1,2.664,2.664,0.5,0.25
10,1,2.668,2.668,0.5,0.25
10,1,2.672,2.672,0.5,0.25
10,1,2.676,2.676,0.5,0.25
10,1,2.68,2.68,0.5,0.25
10,1,2.684,2.684,0.5,0.25
10,1,2.688,2.688,0.5,0.25
10,1,2.692,2.692,0.5,0.25
10,1,2.696,2.696,0.5,0.25
10,1,2.7,2.7,0.5,0.25
10,1,2.704,2.704,0.5,0.25
10,1,2.708,2.708,0.5,0.25
10,1,2.712,2.712,0.5,0.25
10,1,2.716,2.716,0.5,0.25
10.001,1,2.72,2.72,0.5,0.25
10.001,1,2.724,2.724,0.5,0.25
10.001,1,2.728,2.728,0.5,0.25
10.001,1,2.732,2.732,0.5,0.25
10.001,1,2.736,2.736,0.5,0.25
10,1,2.74,2.74,0.5,0.25
10,1,2.744,2.744,0.5,0.25
10,1,2.748,2.748,0.5,0.25
10,1,2.752,2.752,0.5,0.25
10,1,2.756,2.756,0.5,0.25
10,1,2.76,2.76,0.5,0.25
10,1,2.764,2.764,0.5,0.25
10,1,2.768,2.768,0.5,0.25
10,1,2.772,2.772,0.5,0.25
10,1,2.776,2.776,0.5,0.25
10,1,2.78,2.78,0.5,0.25
10,1,2.784,2.784,0.5,0.25
10,1,2.788,2.788,0.5,0.25
10,1,2.792,2.792,0.5,0.25
10,1,2.796,2.796,0.5,0.25
10,1,2.8,2.8,0.5,0.25
10,1,2.804,2.804,0.5,0.25
10,1,2.808,2.808,0.5,0.25
10,1,2.812,2.812,0.5,0.25
10,1,2.816,2.816,0.5,0.25
10,1,2.82,2.82,0.5,0.25
10,1,2.824,2.824,0.5,0.25
10,1,2.828,2.828,0.5,0.25
10,1,2.832,2.832,0.5,0.25
10,1,2.836,2.836,0.5,0.25
10,1,2.84,2.84,0.5,0.25
10,1,2.844,2.844,0.5,0.25
10,1,2.848,2.848,0.5,0.25
10,1,2.852,2.852,0.5,0.25
10,1,2.856,2.856,0.5,0.25
10,1,2.86,2.86,0.5,0.25
10,1,2.864,2.864,0.5,0.25
10,1,2.868,2.868,0.5,0.25
10,1,2.872,2.872,0.5,0.25
10,1,2.876,2.876,0.5,0.25
10,1,2.88,2.88,0.5,0.25
10,1,2.884,2.884,0.5,0.25
10,1,2.888,2.888,0.5,0.25
10,1,2.892,2.892,0.5,0.25
10,1,2.896,2.896,0.5,0.25
10,1,2.9,2.9,0.5,0.25
10,1,2.904,2.904,0.5,0.25
10,1,2.908,2.908,0.5,0.25
10,1,2.912,2.912,0.5,0.25
10,1,2.916,2.916,0.5,0.25
10,1,2.92,2.92,0.5,0.25
10,1,2.924,2.924,0.5,0.25
10,1,2.928,2.928,0.5,0.25
10,1,2.932,2.932,0.5,0.25
10,1,2.936,2.936,0.5,0.25
10,1,2.94,2.94,0.5,0.25
10,1,2.944,2.944,0.5,0.25
10,1,2.948,2.948,0.5,0.25
10,1,2.952,2.952,0.5,0.25
10,1,2.956,2.956,0.5,0.25
10,1,2.96,2.96,0.5,0.25
10,1,2.964,2.964,0.5,0.25
10,1,2.968,2.968,0.5,0.25
10,1,2.972,2.972,0.5,0.25
10,1,2.976,2.976,0.5,0.25
10,1,2.98,2.98,0.5,0.25
10,1,2.984,2.984,0.5,0.25
10,1,2.988,2.988,0.5,0.25
10,1,2.992,2.992,0.5,0.25
10,1,2.996,2.996,0.5,0.25
10,1,3,3,0.5,0.25
10,1,3.004,3.004,0.5,0.25
10,1,3.008,3.008,0.5,0.25
10,1,3.012,3.012,0.5,0.25
10,1,3.016,3.016,0.5,0.25
10,1,3.02,3.02,0.5,0.25
10,1,3.024,3.024,0.5,0.25
10,1,3.028,3.028,0.5,0.25
10,1,3.032,3.032,0.5,0.25
10,1,3.036,3.036,0.5,0.25
10,1,3.04,3.04,0.5,0.25
10,1,3.044,3.044,0.5,0.25
10,1,3.048,3.048,0.5,0.25
10,1,3.052,3.052,0.5,0.25
10,1,3.056,3.056,0.5,0.25
10,1,3.06,3.06,0.5,0.25
10,1,3.064,3.064,0.5,0.25
10,1,3.068,3.068,0.5,0.25
10,1,3.072,3.072,0.5,0.25
10,1,3.076,3.076,0.5,0.25
10,1,3.08,3.08,0.5,0.25
10,1,3.084,3.084,0.5,0.25
10,1,3.088,3.088,0.5,0.25
10,1,3.092,3.092,0.5,0.25
10,1,3.096,3.096,0.5,0.25
10,1,3.1,3.1,0.5,0.25
10,1,3.104,3.104,0.5,0.25
10,1,3.108,3.108,0.5,0.25
10,1,3.112,3.112,0.5,0.25
10,1,3.116,3.116,0.5,0.25
10,1,3.12,3.12,0.5,0.25
10,1,3.124,3.124,0.5,0.25
10,1,3.128,3.128,0.5,0.25
10,1,3.132,3.132,0.5,0.25
10,1,3.136,3.136,0.5,0.25
10,1,3.14,3.14,0.5,0.25
10,1,3.144,3.144,0.5,0.25
10,1,3.148,3.148,0.5,0.25
10,1,3.152,3.152,0.5,0.25
10,1,3.156,3.156,0.5,0.25
10,1,3.16,3.16,0.5,0.25
10,1,3.164,3.164,0.5,0.25
10,1,3.168,3.168,0.5,0.25
10,1,3.172,3.172,0.5,0.25
10,1,3.176,3.176,0.5,0.25
10,1,3.18,3.18,0.5,0.25
10,1,3.184,3.184,0.5,0.25
10,1,3.188,3.188,0.5,0.25
10,1,3.192,3.192,0.5,0.25
10,1,3.196,3.196,0.5,0.25
10,1,3.2,3.2,0.5,0.25
10,1,3.204,3.204,0.5,0.25
10,1,3.208,3.208,0.5,0.25
10,1,3.212,3.212,0.5,0.25
10,1,3.216,3.216,0.5,0.25
10,1,3.22,3.22,0.5,0.25
10,1,3.224,3.224,0.5,0.25
10,1,3.228,3.228,0.5,0.25
10,1,3.232,3.232,0.5,0.25
10,1,3.236,3.236,0.5,0.25
10,1,3.24,3.24,0.5,0.25
10,1,3.244,3.244,0.5,0.25
10,1,3.248,3.248,0.5,0.25
10,1,3.252,3.252,0.5,0.25
10,1,3.256,3.256,0.5,0.25
10,1,3.26,3.26,0.5,0.25
10,1,3.264,3.264,0.5,0.25
10,1,3.268,3.268,0.5,0.25
10,1,3.272,3.272,0.5,0.25
10,1,3.276,3.276,0.5,0.25
10,1,3.28,3.28,0.5,0.25
10,1,3.284,3.284,0.5,0.25
10,1,3.288,3.288,0.5,0.25
10,1,3.292,3.292,0.5,0.25
10,1,3.296,3.296,0.5,0.25
10,1,3.3,3.3,0.5,0.25
10,1,3.304,3.304,0.5,0.25
10,1,3.308,3.308,0.5,0.25
10,1,3.312,3.312,0.5,0.25
10,1,3.316,3.316,0.5,0.25
10,1,3.32,3.32,0.5,0.25
10,1,3.324,3.324,0.5,0.25
10,1,3.328,3.328,0.5,0.25
10,1,3.332,3.332,0.5,0.25
10,1,3.336,3.336,0.5,0.25
10,1,3.34,3.34,0.5,0.25
10,1,3.344,3.344,0.5,0.25
10,1,3.348,3.348,0.5,0.25
10,1,3.352,3.352,0.5,0.25
10,1,3.356,3.356,0.5,0.25
10,1,3.36,3.36,0.5,0.25
10,1,3.364,3.364,0.5,0.25
10,1,3.368,3.368,0.5,0.25
10,1,3.372,3.372,0.5,0.25
10,1,3.376,3.376,0.5,0.25
10,1,3.38,3.38,0.5,0.25
10,1,3.384,3.384,0.5,0.25
10,1,3.388,3.388,0.5,0.25
10,1,3.392,3.392,0.5,0.25
10,1,3.396,3.396,0.5,0.25
10,1,3.4,3.4,0.5,0.25
10,1,3.404,3.404,0.5,0.25
10,1,3.408,3.408,0.5,0.25
10,1,3.412,3.412,0.5,0.25
10,1,3.416,3.416,0.5,0.25
10,1,3.42,3.42,0.5,0.25
10,1,3.424,3.424,0.5,0.25
10,1,3.428,3.428,0.5,0.25
10,1,3.432,3.432,0.5,0.25
10,1,3.436,3.436,0.5,0.25
10,1,3.44,3.44,0.5,0.25
10,1,3.444,3.444,0.5,0.25
10,1,3.448,3.448,0.5,0.25
10,1,3.452,3.452,0.5,0.25
10,1,3.456,3.456,0.5,0.25
10,1,3.46,3.46,0.5,0.25
10,1,3.464,3.464,0.5,0.25
10,1,3.468,3.468,0.5,0.25
10,1,3.472,3.472,0.5,0.25
10,1,3.476,3.476,0.5,0.25
10,1,3.48,3.48,0.5,0.25
10,1,3.484,3.484,0.5,0.25
10,1,3.488,3.488,0.5,0.25
10,1,3.492,3.492,0.5,0.25
10,1,3.496,3.496,0.5,0.25
10,1,3.5,3.5,0.5,0.25
10,1,3.504,3.504,0.5,0.25
10,1,3.508,3.508,0.5,0.25
10,1,3.512,3.512,0.5,0.25
10,1,3.516,3.516,0.5,0.25
10,1,3.52,3.52,0.5,0.25
10,1,3.524,3.524,0.5,0.25
10,1,3.528,3.528,0.5,0.25
10,1,3.532,3.532,0.5,0.25
10,1,3.536,3.536,0.5,0.25
10,1,3.54,3.54,0.5,0.25
10,1,3.544,3.544,0.5,0.25
10,1,3.548,3.548,0.5,0.25
10,1,3.552,3.552,0.5,0.25
10,1,3.556,3.556,0.5,0.25
10,1,3.56,3.56,0.5,0.25
10,1,3.564,3.564,0.5,0.25
10,1,3.568,3.568,0.5,0.25
10,1,3.572,3.572,0.5,0.25
10,1,3.576,3.576,0.5,0.25
10,1,3.58,3.58,0.5,0.25
10,1,3.584,3.584,0.5,0.25
10,1,3.588,3.588,0.5,0.25
10,1,3.592,3.592,0.5,0.25
10,1,3.596,3.596,0.5,0.25
10,1,3.6,3.6,0.5,0.25
10,1,3.604,3.604,0.5,0.25
10,1,3.608,3.608,0.5,0.25
10,1,3.612,3.612,0.5,0.25
10,1,3.616,3.616,0.5,0.25
10,1,3.62,3.62,0.5,0.25
10,1,3.624,3.624,0.5,0.25
10,1,3.628,3.628,0.5,0.25
10,1,3.632,3.632,0.5,0.25
10,1,3.636,3.636,0.5,0.25
10,1,3.64,3.64,0.5,0.25
10,1,3.644,3.644,0.5,0.25
10,1,3.648,3.648,0.5,0.25
10,1,3.652,3.652,0.5,0.25
10,1,3.656,3.656,0.5,0.25
10,1,3.66,3.66,0.5,0.25
10,1,3.664,3.664,0.5,0.25
10,1,3.668,3.668,0.5,0.25
10,1,3.672,3.672,0.5,0.25
10,1,3.676,3.676,0.5,0.25
10,1,3.68,3.68,0.5,0.25
10,1,3.684,3.684,0.5,0.25
10,1,3.688,3.688,0.5,0.25
10,1,3.692,3.692,0.5,0.25
10,1,3.696,3.696,0.5,0.25
10,1,3.7,3.7,0.5,0.25
10,1,3.704,3.704,0.5,0.25
10,1,3.708,3.708,0.5,0.25
10,1,3.712,3.712,0.5,0.25
10,1,3.716,3.716,0.5,0.25
10,1,3.72,3.72,0.5,0.25
10,1,3.724,3.724,0.5,0.25
10,1,3.728,3.728,0.5,0.25
10,1,3.732,3.732,0.5,0.25
10,1,3.736,3.736,0.5,0.25
10,1,3.74,3.74,0.5,0.25
10,1,3.744,3.744,0.5,0.25
10,1,3.748,3.748,0.5,0.25
10,1,3.752,3.752,0.5,0.25
10,1,3.756,3.756,0.5,0.25
10,1,3.76,3.76,0.5,0.25
10,1,3.764,3.764,0.5,0.25
10,1,3.768,3.768,0.5,0.25
10,1,3.772,3.772,0.5,0.25
10,1,3.776,3.776,0.5,0.25
10,1,3.78,3.78,0.5,0.25
10,1,3.784,3.784,0.5,0.25
10,1,3.788,3.788,0.5,0.25
10,1,3.792,3.792,0.5,0.25
10,1,3.796,3.796,0.5,0.25
10,1,3.8,3.8,0.5,0.25
10,1,3.804,3.804,0.5,0.25
10,1,3.808,3.808,0.5,0.25
10,1,3.812,3.812,0.5,0.25
10,1,3.816,3.816,0.5,0.25
10,1,3.82,3.82,0.5,0.25
10,1,3.824,3.824,0.5,0.25
10,1,3.828,3.828,0.5,0.25
10,1,3.832,3.832,0.5,0.25
10,1,3.836,3.836,0.5,0.25
10,1,3.84,3.84,0.5,0.25
10,1,3.844,3.844,0.5,0.25
10,1,3.848,3.848,0.5,0.25
10,1,3.852,3.852,0.5,0.25
10,1,3.856,3.856,0.5,0.25
10,1,3.86,3.86,0.5,0.25
10,1,3.864,3.864,0.5,0.25
10,1,3.868,3.868,0.5,0.25
10,1,3.872,3.872,0.5,0.25
10,1,3.876,3.876,0.5,0.25
10,1,3.88,3.88,0.5,0.25
10,1,3.884,3.884,0.5,0.25
10,1,3.888,3.888,0.5,0.25
10,1,3.892,3.892,0.5,0.25
10,1,3.896,3.896,0.5,0.25
10,1,3.9,3.9,0.5,0.25
10,1,3.904,3.904,0.5,0.25
10,1,3.908,3.908,0.5,0.25
10,1,3.912,3.912,0.5,0.25
10,1,3.916,3.916,0.5,0.25
10,1,3.92,3.92,0.5,0.25
10,1,3.924,3.924,0.5,0.25
10,1,3.928,3.928,0.5,0.25
10,1,3.932,3.932,0.5,0.25
10,1,3.936,3.936,0.5,0.25
10,1,3.94,3.94,0.5,0.25
10,1,3.944,3.944,0.5,0.25
10,1,3.948,3.948,0.5,0.25
10,1,3.952,3.952,0.5,0.25
10,1,3.956,3.956,0.5,0.25
10,1,3.96,3.96,0.5,0.25
10,1,3.964,3.964,0.5,0.25
10,1,3.968,3.968,0.5,0.25
10,1,3.972,3.972,0.5,0.25
10,1,3.976,3.976,0.5,0.25
10,1,3.98,3.98,0.5,0.25
10,1,3.984,3.984,0.5,0.25
10,1,3.988,3.988,0.5,0.25
10,1,3.992,3.992,0.5,0.25
10,1,3.996,3.996,0.5,0.25
10,1,4,4,0.5,0.25
